Unnamed: 0,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
200,Love Story (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,3,6YvqWjhGD8mB5QXcbcUKtx,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,0.13,0.627,0.792,3.97e-06,0.0845,-4.311,0.031,119.054,0.415,78,235766
201,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,4,550erGcdD9n6PnwxrvYqZT,spotify:track:550erGcdD9n6PnwxrvYqZT,0.106,0.788,0.571,0.0,0.0934,-6.135,0.0296,115.99,0.797,65,254254
202,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,5,5YL553x8sHderRBDlm3NM3,spotify:track:5YL553x8sHderRBDlm3NM3,0.369,0.423,0.517,0.0,0.177,-7.377,0.0486,185.262,0.366,67,234515
203,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,6,1qrpoAMXodY6895hGKoUpA,spotify:track:1qrpoAMXodY6895hGKoUpA,0.0623,0.632,0.773,0.0,0.0885,-4.856,0.0346,130.033,0.474,81,231124
204,Breathe (feat. Colbie Caillat) (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,7,7HC7R2D8WjXVcUHJyEGjRs,spotify:track:7HC7R2D8WjXVcUHJyEGjRs,0.156,0.506,0.626,0.0,0.228,-6.066,0.0287,148.035,0.321,63,263377
205,Tell Me Why (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,8,0k0vFacOHNuArLWMiH60p7,spotify:track:0k0vFacOHNuArLWMiH60p7,0.0222,0.578,0.909,0.0,0.333,-3.669,0.0628,100.023,0.541,62,200575
206,You’re Not Sorry (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,9,6iiAfo4wTA2CVC3Uwx9uh8,spotify:track:6iiAfo4wTA2CVC3Uwx9uh8,0.0538,0.506,0.444,0.0,0.123,-4.99,0.0285,133.873,0.241,64,261842
207,The Way I Loved You (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,10,22bPsP2jCgbLUvh82U0Z3M,spotify:track:22bPsP2jCgbLUvh82U0Z3M,0.0033,0.402,0.732,0.0,0.108,-4.665,0.0484,161.032,0.472,76,243136
208,Forever & Always (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,11,1msEuwSBneBKpVCZQcFTsU,spotify:track:1msEuwSBneBKpVCZQcFTsU,0.0231,0.598,0.821,0.0,0.143,-4.433,0.0447,128.03,0.673,67,225328
209,The Best Day (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,12,6ON9UuIq49xXY9GPmHIYRp,spotify:track:6ON9UuIq49xXY9GPmHIYRp,0.488,0.642,0.576,0.0,0.159,-8.524,0.0282,125.0,0.469,61,245290
210,Change (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,13,3ExweHKZF9B752DPQByRVT,spotify:track:3ExweHKZF9B752DPQByRVT,0.000191,0.499,0.815,0.0,0.181,-4.063,0.0341,95.999,0.344,60,279359
211,Jump Then Fall (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,14,2m3ObD945KvpE5y9A1eUWm,spotify:track:2m3ObD945KvpE5y9A1eUWm,0.0474,0.572,0.69,0.0,0.0897,-6.201,0.0358,160.111,0.624,62,237580
212,Untouchable (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,15,0tQ9vBYpldCuikPsbgOVKA,spotify:track:0tQ9vBYpldCuikPsbgOVKA,0.0181,0.393,0.531,0.0,0.169,-6.112,0.0329,200.391,0.224,63,312107
213,Forever & Always (Piano Version) (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,16,01QdEx6kFr78ZejhQtWR5m,spotify:track:01QdEx6kFr78ZejhQtWR5m,0.819,0.546,0.273,0.0,0.137,-9.208,0.0308,118.753,0.271,61,267833
214,Come In With The Rain (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,17,1n2wszmJyVkw6FHqyLnQsY,spotify:track:1n2wszmJyVkw6FHqyLnQsY,0.0406,0.476,0.564,0.0,0.102,-5.677,0.0269,143.929,0.167,59,237338
215,Superstar (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,18,51A8eKvvZz9uydvIZ7xRSV,spotify:track:51A8eKvvZz9uydvIZ7xRSV,0.157,0.454,0.555,0.0,0.343,-6.69,0.0283,171.862,0.171,59,263865
216,The Other Side Of The Door (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,19,1cSFlSBdpT4F5vb1frQ231,spotify:track:1cSFlSBdpT4F5vb1frQ231,0.0279,0.432,0.873,0.0,0.167,-4.367,0.0577,163.936,0.629,64,238443
217,Today Was A Fairytale (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,20,2JoJrsEV15OzbijS47lids,spotify:track:2JoJrsEV15OzbijS47lids,0.0135,0.482,0.779,0.0,0.296,-5.025,0.0409,158.162,0.328,62,241822
218,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,21,4CHpVfAhuxNJ3ibExe6kxO,spotify:track:4CHpVfAhuxNJ3ibExe6kxO,0.816,0.599,0.494,0.0,0.101,-7.61,0.0372,142.893,0.44,59,220839
219,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,22,2CYVETnhM9aytqrazYYwrK,spotify:track:2CYVETnhM9aytqrazYYwrK,0.162,0.66,0.817,0.0,0.0667,-6.269,0.0521,135.942,0.714,70,277591
220,We Were Happy (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,23,34V9RiEPe8MNdU32qJsJa1,spotify:track:34V9RiEPe8MNdU32qJsJa1,0.849,0.609,0.373,0.0,0.0779,-8.819,0.0263,106.007,0.13,62,244236
221,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,24,7eResoqEJJAVTkQYSqvO3P,spotify:track:7eResoqEJJAVTkQYSqvO3P,0.225,0.588,0.608,0.0,0.092,-7.062,0.0365,90.201,0.508,64,189495
222,Don’t You (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,25,4uuEGH5SVuzkkSFjo2DEiY,spotify:track:4uuEGH5SVuzkkSFjo2DEiY,0.514,0.563,0.473,1.2e-05,0.109,-11.548,0.0503,101.934,0.405,63,208608
223,Bye Bye Baby (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,26,4qUijfYU8EoIWiY6oSyrgT,spotify:track:4qUijfYU8EoIWiY6oSyrgT,0.334,0.624,0.624,0.0,0.0995,-7.86,0.0539,80.132,0.527,61,242157
241,willow,evermore,2020-12-11,1,0lx2cLdOt3piJbcaXIV74f,spotify:track:0lx2cLdOt3piJbcaXIV74f,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,77,214706
242,champagne problems,evermore,2020-12-11,2,0sY6ZUTh4yoctD8VIXz339,spotify:track:0sY6ZUTh4yoctD8VIXz339,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,0.32,77,244000
243,gold rush,evermore,2020-12-11,3,5BK0uqwY9DNfZ630STAEaq,spotify:track:5BK0uqwY9DNfZ630STAEaq,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,67,185320
244,‘tis the damn season,evermore,2020-12-11,4,7dW84mWkdWE5a6lFWxJCBG,spotify:track:7dW84mWkdWE5a6lFWxJCBG,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,65,229840
245,tolerate it,evermore,2020-12-11,5,0PurA4JVJ8YQgSVopY8fn6,spotify:track:0PurA4JVJ8YQgSVopY8fn6,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,0.221,72,245440
246,"no body, no crime (feat. HAIM)",evermore,2020-12-11,6,3RaT22zZsxVYxxKR7TAaYF,spotify:track:3RaT22zZsxVYxxKR7TAaYF,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,0.535,66,215626
247,happiness,evermore,2020-12-11,7,73YUReisjb3A9ActdLLjJQ,spotify:track:73YUReisjb3A9ActdLLjJQ,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,0.211,64,315146
248,dorothea,evermore,2020-12-11,8,670fUmXf4KQekzbEgaXyPA,spotify:track:670fUmXf4KQekzbEgaXyPA,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,0.354,62,225880
249,coney island (feat. The National),evermore,2020-12-11,9,3k7ne7VmH43ZPWxPdvPUgR,spotify:track:3k7ne7VmH43ZPWxPdvPUgR,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,61,275320
250,ivy,evermore,2020-12-11,10,19CSr8rwW05VJL2F91KFNK,spotify:track:19CSr8rwW05VJL2F91KFNK,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,0.535,66,260440
251,cowboy like me,evermore,2020-12-11,11,1XjHRolIXL2M1EEOUsGGR4,spotify:track:1XjHRolIXL2M1EEOUsGGR4,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,65,275040
252,long story short,evermore,2020-12-11,12,2o2sgVJIgFXk8GQjWTgI6U,spotify:track:2o2sgVJIgFXk8GQjWTgI6U,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,62,215920
253,marjorie,evermore,2020-12-11,13,12ntTeqEeTg7GAVpe8Mhpl,spotify:track:12ntTeqEeTg7GAVpe8Mhpl,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,70,257773
254,closure,evermore,2020-12-11,14,35rdVq36LMHQX0Suw9a6tK,spotify:track:35rdVq36LMHQX0Suw9a6tK,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,59,180653
255,evermore (feat. Bon Iver),evermore,2020-12-11,15,3O5osWf1rSoKMwe6E9ZaXP,spotify:track:3O5osWf1rSoKMwe6E9ZaXP,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,63,304106
307,the 1,folklore,2020-07-24,1,0Jlcvv8IykzHaSmj49uNW8,spotify:track:0Jlcvv8IykzHaSmj49uNW8,0.757,0.777,0.357,7.28e-06,0.108,-6.942,0.0522,139.884,0.172,74,210251
308,cardigan,folklore,2020-07-24,2,4R2kfaDFhslZEMJqAFNpdd,spotify:track:4R2kfaDFhslZEMJqAFNpdd,0.537,0.613,0.581,0.000345,0.25,-8.588,0.0424,130.033,0.551,84,239560
309,the last great american dynasty,folklore,2020-07-24,3,2Eeur20xVqfUoM3Q7EFPFt,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,0.467,0.686,0.662,0.0023,0.109,-8.505,0.0413,147.922,0.706,70,230999
310,exile (feat. Bon Iver),folklore,2020-07-24,4,4pvb0WLRcMtbPGmtejJJ6y,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,0.778,0.298,0.38,5.62e-05,0.11,-8.426,0.0287,75.602,0.152,77,285634
311,my tears ricochet,folklore,2020-07-24,5,1MgV7FIyNxIG7WzMRJV5HC,spotify:track:1MgV7FIyNxIG7WzMRJV5HC,0.806,0.469,0.263,0.0,0.0749,-10.63,0.0329,129.86,0.112,78,255893
312,mirrorball,folklore,2020-07-24,6,0ZNU020wNYvgW84iljPkPP,spotify:track:0ZNU020wNYvgW84iljPkPP,0.687,0.553,0.413,2.33e-06,0.0594,-10.037,0.0334,110.107,0.379,73,208977
313,seven,folklore,2020-07-24,7,6KJqZcs9XDgVck7Lg9QOTC,spotify:track:6KJqZcs9XDgVck7Lg9QOTC,0.9,0.596,0.488,2.7e-05,0.091,-10.769,0.0274,94.922,0.415,70,208906
314,august,folklore,2020-07-24,8,3hUxzQpSfdDqwM3ZTFQY0K,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,0.538,0.532,0.623,7.28e-05,0.0925,-9.208,0.0331,89.937,0.403,84,261922
315,this is me trying,folklore,2020-07-24,9,7kt9e9LFSpN1zQtYEl19o1,spotify:track:7kt9e9LFSpN1zQtYEl19o1,0.314,0.515,0.476,4.74e-05,0.171,-9.843,0.0328,135.886,0.412,73,195097
316,illicit affairs,folklore,2020-07-24,10,2NmsngXHeC1GQ9wWrzhOMf,spotify:track:2NmsngXHeC1GQ9wWrzhOMf,0.881,0.559,0.31,0.0,0.106,-10.445,0.0338,119.845,0.46,77,190898
317,invisible string,folklore,2020-07-24,11,6VsvKPJ4xjVNKpI8VVZ3SV,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV,0.838,0.653,0.452,7.73e-05,0.108,-11.143,0.055,83.433,0.45,73,252880
318,mad woman,folklore,2020-07-24,12,2QDyYdZyhlP2fp79KZX8Bi,spotify:track:2QDyYdZyhlP2fp79KZX8Bi,0.655,0.592,0.699,1.68e-05,0.114,-8.995,0.0471,141.916,0.506,65,237258
319,epiphany,folklore,2020-07-24,13,08fa9LFcFBTcilB3iq2e2A,spotify:track:08fa9LFcFBTcilB3iq2e2A,0.731,0.175,0.267,0.000402,0.0858,-13.69,0.0302,94.203,0.106,64,289749
320,betty,folklore,2020-07-24,14,5kI4eCXXzyuIUXjQra0Cxi,spotify:track:5kI4eCXXzyuIUXjQra0Cxi,0.6,0.593,0.377,0.0,0.0976,-8.761,0.0253,95.939,0.502,73,294521
321,peace,folklore,2020-07-24,15,7MbT4I8qGntX4fMdqMQgke,spotify:track:7MbT4I8qGntX4fMdqMQgke,0.918,0.647,0.272,1.73e-05,0.0918,-12.906,0.0916,150.044,0.339,65,234000
322,hoax,folklore,2020-07-24,16,6MWoRt97mnSTXZhu3ggi9C,spotify:track:6MWoRt97mnSTXZhu3ggi9C,0.966,0.662,0.181,3.86e-06,0.133,-15.065,0.0415,118.819,0.429,65,220042
323,I Forgot That You Existed,Lover,2019-08-23,1,43rA71bccXFGD4C8GOpIlN,spotify:track:43rA71bccXFGD4C8GOpIlN,0.298,0.664,0.316,2.03e-06,0.0812,-10.345,0.519,92.875,0.541,71,170640
324,Cruel Summer,Lover,2019-08-23,2,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,0.117,0.552,0.702,2.06e-05,0.105,-5.707,0.157,169.994,0.564,93,178426
325,Lover,Lover,2019-08-23,3,1dGr1c8CrMLDpV6mPbImSI,spotify:track:1dGr1c8CrMLDpV6mPbImSI,0.492,0.359,0.543,1.58e-05,0.118,-7.582,0.0919,68.534,0.453,86,221306
326,The Man,Lover,2019-08-23,4,3RauEVgRgj1IuWdJ9fDs70,spotify:track:3RauEVgRgj1IuWdJ9fDs70,0.0767,0.777,0.658,0.0,0.0901,-5.191,0.054,110.048,0.633,81,190360
327,The Archer,Lover,2019-08-23,5,3pHkh7d0lzM2AldUtz2x37,spotify:track:3pHkh7d0lzM2AldUtz2x37,0.12,0.292,0.574,0.00569,0.0663,-9.375,0.0401,124.344,0.166,75,211240
328,I Think He Knows,Lover,2019-08-23,6,2YWtcWi3a83pdEg3Gif4Pd,spotify:track:2YWtcWi3a83pdEg3Gif4Pd,0.00889,0.897,0.366,0.000353,0.0715,-8.029,0.0569,100.003,0.416,72,173386
329,Miss Americana & The Heartbreak Prince,Lover,2019-08-23,7,214nt20w5wOxJnY462klLw,spotify:track:214nt20w5wOxJnY462klLw,0.028,0.662,0.747,0.00615,0.138,-6.926,0.0736,150.088,0.487,79,234146
330,Paper Rings,Lover,2019-08-23,8,4y5bvROuBDPr5fuwXbIBZR,spotify:track:4y5bvROuBDPr5fuwXbIBZR,0.0129,0.811,0.719,1.36e-05,0.0742,-6.553,0.0497,103.979,0.865,78,222400
331,Cornelia Street,Lover,2019-08-23,9,12M5uqx0ZuwkpLp5rJim1a,spotify:track:12M5uqx0ZuwkpLp5rJim1a,0.781,0.824,0.624,0.000189,0.1,-9.728,0.0827,102.012,0.248,74,287266
332,Death By A Thousand Cuts,Lover,2019-08-23,10,2dgFqt3w9xIQRjhPtwNk3D,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,0.454,0.712,0.732,0.0,0.319,-6.754,0.0629,94.071,0.313,72,198533
333,London Boy,Lover,2019-08-23,11,1LLXZFeAHK9R4xUramtUKw,spotify:track:1LLXZFeAHK9R4xUramtUKw,0.0246,0.695,0.71,0.000104,0.133,-6.639,0.05,157.925,0.557,74,190240
334,Soon You’ll Get Better (feat. The Chicks),Lover,2019-08-23,12,4AYtqFyFbX0Xkc2wtcygTr,spotify:track:4AYtqFyFbX0Xkc2wtcygTr,0.907,0.433,0.182,0.0,0.123,-12.566,0.0641,207.476,0.421,66,201586
335,False God,Lover,2019-08-23,13,5hQSXkFgbxjZo9uCwd11so,spotify:track:5hQSXkFgbxjZo9uCwd11so,0.736,0.739,0.32,0.000147,0.111,-10.862,0.239,79.97,0.351,73,200306
336,You Need To Calm Down,Lover,2019-08-23,14,6RRNNciQGZEXnqk8SQ9yv5,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.00929,0.771,0.671,0.0,0.0637,-5.617,0.0553,85.026,0.714,80,171360
337,Afterglow,Lover,2019-08-23,15,1SymEzIT3H8UZfibCs3TYi,spotify:track:1SymEzIT3H8UZfibCs3TYi,0.13,0.756,0.449,0.0,0.114,-8.746,0.0344,111.011,0.399,74,223293
338,ME! (feat. Brendon Urie of Panic! At The Disco),Lover,2019-08-23,16,2Rk4JlNc2TPmZe2af99d45,spotify:track:2Rk4JlNc2TPmZe2af99d45,0.033,0.61,0.83,0.0,0.118,-4.105,0.0571,182.162,0.728,75,193000
339,It’s Nice To Have A Friend,Lover,2019-08-23,17,1SmiQ65iSAbPto6gPFlBYm,spotify:track:1SmiQ65iSAbPto6gPFlBYm,0.971,0.737,0.175,0.000337,0.171,-9.912,0.0401,70.008,0.545,66,150440
340,Daylight,Lover,2019-08-23,18,1fzAuUVbzlhZ1lJAx9PtY6,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,0.808,0.557,0.496,0.000173,0.0772,-9.602,0.0563,149.983,0.265,78,293453
341,...Ready For It?,reputation,2017-11-10,1,2yLa0QULdQr0qAIvVwN6B5,spotify:track:2yLa0QULdQr0qAIvVwN6B5,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,82,208186
342,End Game,reputation,2017-11-10,2,2x0WlnmfG39ZuDmstl9xfX,spotify:track:2x0WlnmfG39ZuDmstl9xfX,0.00845,0.649,0.589,0.0,0.108,-6.237,0.0558,159.073,0.151,74,244826
343,I Did Something Bad,reputation,2017-11-10,3,4svZDCRz4cJoneBpjpx8DJ,spotify:track:4svZDCRz4cJoneBpjpx8DJ,0.0679,0.696,0.602,2.11e-05,0.0696,-6.156,0.159,82.989,0.305,75,238253
344,Don’t Blame Me,reputation,2017-11-10,4,1R0a2iXumgCiFb7HEZ7gUE,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,0.106,0.615,0.534,1.76e-05,0.0607,-6.719,0.0386,135.917,0.193,85,236413
345,Delicate,reputation,2017-11-10,5,6NFyWDv5CjfwuzoCkw47Xf,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,0.0499,81,232253
346,Look What You Made Me Do,reputation,2017-11-10,6,1P17dC1amhFzptugyAO7Il,spotify:track:1P17dC1amhFzptugyAO7Il,0.204,0.766,0.709,1.41e-05,0.126,-6.471,0.123,128.07,0.506,81,211853
347,So It Goes...,reputation,2017-11-10,7,5PxFv9yJEg9dxvbZggykro,spotify:track:5PxFv9yJEg9dxvbZggykro,0.122,0.574,0.61,1.1e-06,0.13,-7.283,0.0732,74.957,0.374,69,227906
348,Gorgeous,reputation,2017-11-10,8,1ZY1PqizIl78geGM4xWlEA,spotify:track:1ZY1PqizIl78geGM4xWlEA,0.0713,0.8,0.535,9.48e-06,0.213,-6.684,0.135,92.027,0.451,76,209680
349,Getaway Car,reputation,2017-11-10,9,0VE4kBnHJUgtMf0dy6DRmW,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,0.00465,0.562,0.689,2.23e-06,0.0888,-6.745,0.127,172.054,0.351,79,233626
350,King Of My Heart,reputation,2017-11-10,10,7HuBDWi18s4aJM8UFnNheH,spotify:track:7HuBDWi18s4aJM8UFnNheH,0.00882,0.675,0.703,2.21e-06,0.0391,-7.902,0.0382,110.01,0.314,72,214320
351,Dancing With Our Hands Tied,reputation,2017-11-10,11,7I7JbDv63ZJJsSi24DyJrz,spotify:track:7I7JbDv63ZJJsSi24DyJrz,0.0604,0.624,0.691,1.1e-05,0.138,-6.686,0.196,160.024,0.284,72,211506
352,Dress,reputation,2017-11-10,12,6oVxXO5oQ4pTpO8RSnkzvv,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,0.0329,0.719,0.469,0.0,0.169,-8.792,0.0533,120.085,0.0851,75,230373
353,This Is Why We Can't Have Nice Things,reputation,2017-11-10,13,07NxDD1iKCHbAldceD7QLP,spotify:track:07NxDD1iKCHbAldceD7QLP,0.0156,0.567,0.789,0.0,0.382,-5.986,0.115,163.96,0.438,70,207133
354,Call It What You Want,reputation,2017-11-10,14,1GwMQaZz6Au3QLDbjbMdme,spotify:track:1GwMQaZz6Au3QLDbjbMdme,0.186,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,0.252,75,203506
355,New Year’s Day,reputation,2017-11-10,15,7F5oktn5YOsR9eR5YsFtqb,spotify:track:7F5oktn5YOsR9eR5YsFtqb,0.921,0.661,0.151,0.0,0.13,-12.864,0.0354,94.922,0.23,70,235466
421,Welcome To New York,1989,2014-01-01,1,10nqz67NQWWa7XPq7ycihi,spotify:track:10nqz67NQWWa7XPq7ycihi,0.038,0.793,0.634,1.76e-06,0.304,-4.807,0.0324,117.023,0.615,59,212600
422,Blank Space,1989,2014-01-01,2,2ls70nUDfjzm1lSRDuKxmw,spotify:track:2ls70nUDfjzm1lSRDuKxmw,0.085,0.752,0.678,1.64e-06,0.13,-5.421,0.0646,96.009,0.583,60,231826
423,Style,1989,2014-01-01,3,71PmZqBXH0RUETqxpwlV0w,spotify:track:71PmZqBXH0RUETqxpwlV0w,0.00256,0.598,0.786,0.00143,0.117,-5.572,0.0382,95.021,0.456,56,231000
424,Out Of The Woods,1989,2014-01-01,4,7EpVQjqtKygiwJIASxMWNg,spotify:track:7EpVQjqtKygiwJIASxMWNg,0.00103,0.552,0.841,1.23e-05,0.337,-6.938,0.0372,91.993,0.342,46,235800
425,All You Had To Do Was Stay,1989,2014-01-01,5,4NNolUeL5m2ju7kf8pdg6H,spotify:track:4NNolUeL5m2ju7kf8pdg6H,0.00196,0.602,0.735,4.77e-05,0.105,-5.778,0.0337,96.969,0.472,53,193293
426,Shake It Off,1989,2014-01-01,6,1kKlhuQE0HXp1IwBRpaH2P,spotify:track:1kKlhuQE0HXp1IwBRpaH2P,0.0561,0.648,0.785,0.0,0.148,-5.414,0.165,160.02,0.943,53,219200
427,I Wish You Would,1989,2014-01-01,7,5RVJ6VKfwtosA5Q1qeHdjF,spotify:track:5RVJ6VKfwtosA5Q1qeHdjF,0.016,0.649,0.898,9.9e-05,0.109,-5.963,0.0511,118.027,0.503,42,207440
428,Bad Blood,1989,2014-01-01,8,0TvQLMecTE8utzoNmvXRbK,spotify:track:0TvQLMecTE8utzoNmvXRbK,0.0871,0.652,0.802,6.45e-06,0.148,-6.114,0.181,170.157,0.295,71,211933
429,Wildest Dreams,1989,2014-01-01,9,3fVnlF4pGqWI9flVENcT28,spotify:track:3fVnlF4pGqWI9flVENcT28,0.0709,0.553,0.664,0.0056,0.106,-7.417,0.0741,140.06,0.467,75,220440
430,How You Get The Girl,1989,2014-01-01,10,5Z9ocF6ng0m2haHnKtHwTp,spotify:track:5Z9ocF6ng0m2haHnKtHwTp,0.00463,0.764,0.659,0.00458,0.0915,-6.136,0.0492,119.982,0.525,43,247533
431,This Love,1989,2014-01-01,11,7lTxQZVXlvIX7Z3szSy8Sh,spotify:track:7lTxQZVXlvIX7Z3szSy8Sh,0.635,0.485,0.459,0.0,0.101,-8.768,0.0337,71.981,0.0858,42,250093
432,I Know Places,1989,2014-01-01,12,6Ck9WerfsyvC4v4AylUoDp,spotify:track:6Ck9WerfsyvC4v4AylUoDp,0.231,0.595,0.763,0.0,0.2,-4.991,0.0661,159.959,0.507,43,195706
433,Clean,1989,2014-01-01,13,2k43eySbfpDVx0PrO99UI8,spotify:track:2k43eySbfpDVx0PrO99UI8,0.242,0.81,0.38,0.0,0.113,-7.755,0.035,103.981,0.211,42,271000
456,State Of Grace,Red,2012-10-22,1,786NsUYn4GGUf8AOt0SQhP,spotify:track:786NsUYn4GGUf8AOt0SQhP,0.000197,0.588,0.825,0.00138,0.0885,-5.882,0.0328,129.968,0.397,40,295186
457,Red,Red,2012-10-22,2,0cITLOYn1Sv4q27zZPqlNK,spotify:track:0cITLOYn1Sv4q27zZPqlNK,0.0773,0.602,0.896,8.87e-05,0.091,-4.267,0.0437,124.978,0.641,58,220826
458,Treacherous,Red,2012-10-22,3,5kYFVSQoPu7yRpfiHBwMUk,spotify:track:5kYFVSQoPu7yRpfiHBwMUk,0.101,0.705,0.621,4.3e-06,0.147,-8.086,0.0334,109.993,0.395,38,240773
459,I Knew You Were Trouble.,Red,2012-10-22,4,72jCZdH0Lhg93z6Z4hBjgj,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,0.00454,0.622,0.469,2.25e-06,0.0398,-6.798,0.0363,77.019,0.679,61,217973
460,All Too Well,Red,2012-10-22,5,4XMP3zVxrnr58T0tjIHvpR,spotify:track:4XMP3zVxrnr58T0tjIHvpR,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,0.337,44,327893
461,22,Red,2012-10-22,6,2ULNeSomDxVNmdDy8VxEBU,spotify:track:2ULNeSomDxVNmdDy8VxEBU,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,53,230133
462,I Almost Do,Red,2012-10-22,7,5VwFkx7JOimOGTYfha5rs1,spotify:track:5VwFkx7JOimOGTYfha5rs1,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,0.233,39,242573
463,We Are Never Ever Getting Back Together,Red,2012-10-22,8,7AEAGTc8cReDqcbPoY9gwo,spotify:track:7AEAGTc8cReDqcbPoY9gwo,0.00957,0.628,0.676,2.65e-05,0.102,-5.911,0.0916,85.984,0.75,59,191880
464,Stay Stay Stay,Red,2012-10-22,9,1qLeEu4iXEclkLwoBlMiou,spotify:track:1qLeEu4iXEclkLwoBlMiou,0.307,0.729,0.748,1.29e-06,0.09,-6.67,0.0245,99.981,0.928,39,204826
465,The Last Time,Red,2012-10-22,10,3n9mzjgAzjyKawvbHzciXF,spotify:track:3n9mzjgAzjyKawvbHzciXF,0.035,0.505,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,0.123,38,298293
466,Holy Ground,Red,2012-10-22,11,1fGsZsIkQkOspfsT24nQP6,spotify:track:1fGsZsIkQkOspfsT24nQP6,0.0162,0.627,0.816,0.00208,0.0966,-6.698,0.0774,157.043,0.648,37,201853
467,Sad Beautiful Tragic,Red,2012-10-22,12,6LKjHhOW1az75pCQ9XJJtF,spotify:track:6LKjHhOW1az75pCQ9XJJtF,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,0.261,35,283680
468,The Lucky One,Red,2012-10-22,13,2X2J0BhxaLTmnxO4pPUhSd,spotify:track:2X2J0BhxaLTmnxO4pPUhSd,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,0.545,36,240133
